Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Exports,Upland Cotton,Crops,Thousand bales,Market year,2025/26,15950
Exports,Upland Cotton,Crops,Thousand bales,Market year,2026/27,16150
Exports,Upland Cotton,Crops,Thousand bales,Market year,2027/28,16400
Exports,Upland Cotton,Crops,Thousand bales,Market year,2028/29,16700
Exports,Upland Cotton,Crops,Thousand bales,Market year,2029/30,17025
Exports,Upland Cotton,Crops,Thousand bales,Market year,2030/31,17350
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2019,31691
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020,31317
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021,31030
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022,30868
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023,30824
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024,30944
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025,31079
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026,31203
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027,31300
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028,31366
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2029,31397
Beef cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2030,31395
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2019,94805
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020,94413
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021,95000
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022,95000
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023,93632
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024,93757
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025,94114
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026,94458
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027,94768
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028,95017
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2029,95197
Cattle inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2030,95306
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2019,41044
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2020,40651
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2021,40400
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2022,40259
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2023,40236
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2024,40376
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2025,40532
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2026,40676
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2027,40794
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2028,40880
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2029,40932
Total cow inventory,Beef,Livestock/Dairy,Thousand head,Calendar year,2030,40951
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2019,75070
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2020,79048
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2021,78600
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2022,80250
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2023,80688
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2024,81236
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2025,82293
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2026,83331
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2027,83770
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2028,84701
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2029,85030
"Hog inventory Dec. 1, previous year",Pork,Livestock/Dairy,Thousand head,Calendar year,2030,85307
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2019,9336
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2020,9365
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2021,9370
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2022,9365
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2023,9375
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2024,9375
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2025,9370
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2026,9370
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2027,9375
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2028,9390
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2029,9405
Number of cows,Dairy,Livestock/Dairy,Thousand,Market year,2030,9430
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,23
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,32
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,31
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,33
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,33
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,34
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,35
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,36
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,37
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,38
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,39
Beginning stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,40
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,32
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,31
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,33
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,33
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,34
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,35
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,36
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,37
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,38
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,39
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,40
Ending stocks,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,41
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,15
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,14
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,16
Imports,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,16
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,9447
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,9253
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,9390
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,9578
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,9750
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,9924
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,10098
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,10272
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,10446
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,10620
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,10794
Production,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,10968
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,9486
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,9301
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,9437
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,9625
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,9799
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,9974
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,10149
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,10324
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,10499
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,10674
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,10849
Total supply,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,11024
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,8038
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,7840
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,7964
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,8133
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,8287
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,8437
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,8592
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,8752
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,8911
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,9069
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,9222
Disappearance,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,9381
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,1081
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,1078
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,1105
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,1106
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,1109
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,1112
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,1116
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,1121
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,1126
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,1131
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,1136
Hatching use,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,1142
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2019,334
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2020,350
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2021,335
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2022,355
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2023,370
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2024,390
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2025,405
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2026,415
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2027,425
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2028,435
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2029,450
Exports,Egg,Livestock/Dairy,Million dozen,Calendar year,2030,460
Net returns,Barley,Crops,Dollars per acre,Market year,2019/20,189
Net returns,Barley,Crops,Dollars per acre,Market year,2020/21,175
Net returns,Barley,Crops,Dollars per acre,Market year,2021/22,177
Net returns,Barley,Crops,Dollars per acre,Market year,2022/23,177
Net returns,Barley,Crops,Dollars per acre,Market year,2023/24,179
Net returns,Barley,Crops,Dollars per acre,Market year,2024/25,178
Net returns,Barley,Crops,Dollars per acre,Market year,2025/26,180
Net returns,Barley,Crops,Dollars per acre,Market year,2026/27,182
Net returns,Barley,Crops,Dollars per acre,Market year,2027/28,184
Net returns,Barley,Crops,Dollars per acre,Market year,2028/29,186
Net returns,Barley,Crops,Dollars per acre,Market year,2029/30,190
Net returns,Barley,Crops,Dollars per acre,Market year,2030/31,193
Net returns,Corn,Crops,Dollars per acre,Market year,2019/20,257
Net returns,Corn,Crops,Dollars per acre,Market year,2020/21,301
Net returns,Corn,Crops,Dollars per acre,Market year,2021/22,321
Net returns,Corn,Crops,Dollars per acre,Market year,2022/23,320
Net returns,Corn,Crops,Dollars per acre,Market year,2023/24,328
Net returns,Corn,Crops,Dollars per acre,Market year,2024/25,326
Net returns,Corn,Crops,Dollars per acre,Market year,2025/26,332
Net returns,Corn,Crops,Dollars per acre,Market year,2026/27,338
Net returns,Corn,Crops,Dollars per acre,Market year,2027/28,346
Net returns,Corn,Crops,Dollars per acre,Market year,2028/29,353
Net returns,Corn,Crops,Dollars per acre,Market year,2029/30,362
Net returns,Corn,Crops,Dollars per acre,Market year,2030/31,372
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2019/20,122
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2020/21,205
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2021/22,193
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2022/23,215
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2023/24,220
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2024/25,223
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2025/26,227
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2026/27,232
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2027/28,236
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2028/29,241
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2029/30,246
Net returns,Upland Cotton,Crops,Dollars per acre,Market year,2030/31,253
Net returns,Oats,Crops,Dollars per acre,Market year,2019/20,52
Net returns,Oats,Crops,Dollars per acre,Market year,2020/21,46
Net returns,Oats,Crops,Dollars per acre,Market year,2021/22,51
Net returns,Oats,Crops,Dollars per acre,Market year,2022/23,48
Net returns,Oats,Crops,Dollars per acre,Market year,2023/24,49
Net returns,Oats,Crops,Dollars per acre,Market year,2024/25,49
Net returns,Oats,Crops,Dollars per acre,Market year,2025/26,49
Net returns,Oats,Crops,Dollars per acre,Market year,2026/27,48
Net returns,Oats,Crops,Dollars per acre,Market year,2027/28,49
Net returns,Oats,Crops,Dollars per acre,Market year,2028/29,49
Net returns,Oats,Crops,Dollars per acre,Market year,2029/30,49
Net returns,Oats,Crops,Dollars per acre,Market year,2030/31,50
Net returns,Rice,Crops,Dollars per acre,Market year,2019/20,415
Net returns,Rice,Crops,Dollars per acre,Market year,2020/21,395
Net returns,Rice,Crops,Dollars per acre,Market year,2021/22,443
Net returns,Rice,Crops,Dollars per acre,Market year,2022/23,432
Net returns,Rice,Crops,Dollars per acre,Market year,2023/24,442
Net returns,Rice,Crops,Dollars per acre,Market year,2024/25,459
Net returns,Rice,Crops,Dollars per acre,Market year,2025/26,468
Net returns,Rice,Crops,Dollars per acre,Market year,2026/27,477
Net returns,Rice,Crops,Dollars per acre,Market year,2027/28,479
Net returns,Rice,Crops,Dollars per acre,Market year,2028/29,480
Net returns,Rice,Crops,Dollars per acre,Market year,2029/30,484
Net returns,Rice,Crops,Dollars per acre,Market year,2030/31,487
Net returns,Sorghum,Crops,Dollars per acre,Market year,2019/20,113
Net returns,Sorghum,Crops,Dollars per acre,Market year,2020/21,135
